question_code,module_group_code,module_group,library_type,domain_code_original,domain_name_original,factor_code,factor_name_ko,factor_definition,factor_order,item_order,original_text,static_sql_text,static_sql_source_file,static_sql_source_line,runtime_api_text,runtime_api_source_file,source_conflict,source_conflict_reason,original_reverse,revised_text,response_frame,scoring_direction,difficulty,target_levels,overlap_group,duplicate_groups,original_decision,issue_codes,rationale,original_definition_fit,original_observable_behavior,original_single_focus,original_period_context,original_opportunity_handling,original_role_applicability,original_social_desirability_control,original_duplicate_control,original_training_actionability,original_frequency_scale_fit,original_validity_score,definition_fit,observable_behavior,single_focus,period_context,opportunity_handling,role_applicability,social_desirability_control,duplicate_control,training_actionability,frequency_scale_fit,validity_score,empirical_status,active,source_file,source_line_approx
Q-PD-02,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-PD,사람 육성,구성원의 역량을 개발하고 성장을 지원하는 역량,7,2,나는 구성원에게 정기적으로 구체적이고 건설적인 피드백을 제공한다.,나는 구성원에게 정기적으로 구체적이고 건설적인 피드백을 제공한다.,database/seed.sql,380,,,False,,False,구성원에게 관찰한 행동과 개선 방향을 구체적으로 피드백했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,manager|executive,people_development,DUP_FEEDBACK_COACHING,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SEMANTIC_DUPLICATE,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,0,0,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,384
Q-PD-03,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-PD,사람 육성,구성원의 역량을 개발하고 성장을 지원하는 역량,7,3,나는 구성원에게 도전적인 과업을 부여하여 역량이 성장할 수 있는 기회를 만든다.,나는 구성원에게 도전적인 과업을 부여하여 역량이 성장할 수 있는 기회를 만든다.,database/seed.sql,387,,,False,,False,구성원의 개발 목표에 맞는 과업이나 학습 기회를 제공했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,manager|executive,people_development,DUP_PEOPLE_DEVELOPMENT,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,391
Q-PD-04,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-PD,사람 육성,구성원의 역량을 개발하고 성장을 지원하는 역량,7,4,"나는 구성원이 실수를 했을 때, 비난보다는 배움의 기회로 접근한다.","나는 구성원이 실수를 했을 때, 비난보다는 배움의 기회로 접근한다.",database/seed.sql,394,,,False,,False,구성원의 실수 발생 시 원인과 학습 내용을 함께 검토했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,manager|executive,people_development,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SOCIAL_DESIRABILITY_HIGH|RARE_EVENT,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,398
Q-CI-01,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-CI,소통과 영향력,명확하게 소통하고 다양한 이해관계자에게 긍정적인 영향력을 발휘하는 역량,8,1,나는 복잡한 내용도 상대방이 이해하기 쉽게 핵심을 정리하여 전달한다.,나는 복잡한 내용도 상대방이 이해하기 쉽게 핵심을 정리하여 전달한다.,database/seed.sql,404,,,False,,False,복잡한 내용을 핵심과 근거로 나누어 상대방이 이해할 수 있게 전달했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,manager|executive,communication_influence,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,1,1,1,0,7,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,408
Q-CI-02,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-CI,소통과 영향력,명확하게 소통하고 다양한 이해관계자에게 긍정적인 영향력을 발휘하는 역량,8,2,나는 상대방의 말을 끊지 않고 끝까지 경청하며 그 의미를 이해하려 한다.,나는 상대방의 말을 끊지 않고 끝까지 경청하며 그 의미를 이해하려 한다.,database/seed.sql,411,,,False,,False,상대방의 말을 끝까지 듣고 이해한 내용을 확인 질문으로 점검했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,manager|executive,communication_influence,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|SOCIAL_DESIRABILITY_HIGH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,0,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,415
Q-CI-03,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-CI,소통과 영향력,명확하게 소통하고 다양한 이해관계자에게 긍정적인 영향력을 발휘하는 역량,8,3,나는 나의 의견을 논리적인 근거와 함께 제시하여 상대방의 동의를 이끌어낸다.,나는 나의 의견을 논리적인 근거와 함께 제시하여 상대방의 동의를 이끌어낸다.,database/seed.sql,418,,,False,,False,의견을 제시할 때 근거를 설명하고 상대방의 우려를 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,manager|executive,communication_influence,DUP_EVIDENCE_PERSUASION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|OUTCOME_CONFOUNDED|SEMANTIC_DUPLICATE|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,422
Q-CI-04,LEADERSHIP,리더십,base,LEAD,리더십역량,LEAD-CI,소통과 영향력,명확하게 소통하고 다양한 이해관계자에게 긍정적인 영향력을 발휘하는 역량,8,4,나는 다양한 이해관계자와의 관계에서 신뢰를 구축하고 유지한다.,나는 다양한 이해관계자와의 관계에서 신뢰를 구축하고 유지한다.,database/seed.sql,425,,,False,,False,주요 이해관계자와 약속한 사항을 이행하고 진행 상황을 공유했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,manager|executive,communication_influence,DUP_STAKEHOLDER_RELATION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH|OUTCOME_CONFOUNDED|SEMANTIC_DUPLICATE|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed.sql,429
AI_USE_Q1,SPECIALTY,전문·미래역량,specialty,AI,AI 활용역량,AI_USE,AI 도구 활용,"ChatGPT, Copilot 등 생성AI를 업무에 적극 활용한다",9,1,"나는 ChatGPT, Copilot 등 생성AI 도구를 업무에 적극적으로 활용한다.","나는 ChatGPT, Copilot 등 생성AI 도구를 업무에 적극적으로 활용한다.",database/seed_specialty.sql,88,,,False,,False,조직에서 승인한 생성AI 도구를 업무 과제에 실제로 사용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,digital_ai,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH|BRAND_TOOL_BIAS,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 바람직한 답이 지나치게 뚜렷함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,88
AI_USE_Q2,SPECIALTY,전문·미래역량,specialty,AI,AI 활용역량,AI_USE,AI 도구 활용,"ChatGPT, Copilot 등 생성AI를 업무에 적극 활용한다",9,2,나는 AI가 생성한 결과물의 오류나 한계를 스스로 검토하고 보완한다.,나는 AI가 생성한 결과물의 오류나 한계를 스스로 검토하고 보완한다.,database/seed_specialty.sql,89,,,False,,False,AI 결과물을 사용하기 전에 사실·출처·오류를 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,digital_ai,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,89
AI_USE_Q3,SPECIALTY,전문·미래역량,specialty,AI,AI 활용역량,AI_USE,AI 도구 활용,"ChatGPT, Copilot 등 생성AI를 업무에 적극 활용한다",9,3,나는 AI 도구를 활용해 반복적인 업무를 자동화하고 효율을 높인다.,나는 AI 도구를 활용해 반복적인 업무를 자동화하고 효율을 높인다.,database/seed_specialty.sql,90,,,False,,False,자동화가 허용된 반복 업무를 AI 도구로 처리해 절차를 줄였다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,digital_ai,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|OUTCOME_CONFOUNDED|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 행동보다 외부요인의 영향을 받는 성과를 측정함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,90
AI_USE_Q4,SPECIALTY,전문·미래역량,specialty,AI,AI 활용역량,AI_USE,AI 도구 활용,"ChatGPT, Copilot 등 생성AI를 업무에 적극 활용한다",9,4,나는 AI 기술 활용 시 개인정보 보호와 윤리적 사용 원칙을 준수한다.,나는 AI 기술 활용 시 개인정보 보호와 윤리적 사용 원칙을 준수한다.,database/seed_specialty.sql,91,,,False,,False,AI 도구에 입력할 수 없는 정보와 결과물 검토 기준을 지켰다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,digital_ai,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,91
PLAN_Q1,SPECIALTY,전문·미래역량,specialty,PLAN,기획역량,PLAN_STR,전략적 기획력,목표와 환경 분석을 기반으로 실행 가능한 계획을 수립한다,10,1,나는 목표를 달성하기 위한 구체적인 실행 계획을 체계적으로 수립한다.,나는 목표를 달성하기 위한 구체적인 실행 계획을 체계적으로 수립한다.,database/seed_specialty.sql,96,,,False,,False,목표를 달성하기 위한 실행 단계와 담당·기한을 계획에 명시했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,strategy_planning,DUP_PLAN_EXECUTION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 다른 모듈과 의미가 중복되어 동시 선택 시 이중가중 위험. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,1,0,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,96
PLAN_Q2,SPECIALTY,전문·미래역량,specialty,PLAN,기획역량,PLAN_STR,전략적 기획력,목표와 환경 분석을 기반으로 실행 가능한 계획을 수립한다,10,2,나는 기획 시 다양한 이해관계자의 요구를 사전에 파악하고 반영한다.,나는 기획 시 다양한 이해관계자의 요구를 사전에 파악하고 반영한다.,database/seed_specialty.sql,97,,,False,,False,기획 전에 주요 이해관계자의 요구를 확인해 계획에 반영했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,strategy_planning,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,97
PLAN_Q3,SPECIALTY,전문·미래역량,specialty,PLAN,기획역량,PLAN_STR,전략적 기획력,목표와 환경 분석을 기반으로 실행 가능한 계획을 수립한다,10,3,나는 환경 변화에 맞게 기존 계획을 유연하게 수정·보완한다.,나는 환경 변화에 맞게 기존 계획을 유연하게 수정·보완한다.,database/seed_specialty.sql,98,,,False,,False,환경이나 전제조건이 바뀌었을 때 계획의 일정·범위·방법 중 필요한 항목을 수정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,strategy_planning,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,98
PLAN_Q4,SPECIALTY,전문·미래역량,specialty,PLAN,기획역량,PLAN_STR,전략적 기획력,목표와 환경 분석을 기반으로 실행 가능한 계획을 수립한다,10,4,나는 기획안 작성 시 데이터와 논리적 분석을 근거로 제시한다.,나는 기획안 작성 시 데이터와 논리적 분석을 근거로 제시한다.,database/seed_specialty.sql,99,,,False,,False,기획안의 주요 주장에 확인 가능한 데이터나 근거를 제시했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,strategy_planning,DUP_EVIDENCE_PERSUASION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 다른 모듈과 의미가 중복되어 동시 선택 시 이중가중 위험. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,99
DATA_Q1,SPECIALTY,전문·미래역량,specialty,DATA,데이터 리터러시,DATA_ANA,데이터 분석·해석,데이터를 수집·분석하여 의미 있는 인사이트를 도출한다,11,1,나는 업무 의사결정 시 데이터와 수치 근거를 적극적으로 활용한다.,나는 업무 의사결정 시 데이터와 수치 근거를 적극적으로 활용한다.,database/seed_specialty.sql,104,,,False,,False,업무 의사결정의 근거로 관련 데이터나 수치를 사용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,data_analysis,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,1,1,1,0,7,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,104
DATA_Q2,SPECIALTY,전문·미래역량,specialty,DATA,데이터 리터러시,DATA_ANA,데이터 분석·해석,데이터를 수집·분석하여 의미 있는 인사이트를 도출한다,11,2,"나는 엑셀, BI 도구 등을 활용하여 데이터를 분석하고 시각화한다.","나는 엑셀, BI 도구 등을 활용하여 데이터를 분석하고 시각화한다.",database/seed_specialty.sql,105,,,False,,False,업무 목적에 맞는 도구로 데이터를 분석하고 결과를 시각화했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,data_analysis,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|BRAND_TOOL_BIAS,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 도구·채널 접근성에 좌우됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,105
DATA_Q3,SPECIALTY,전문·미래역량,specialty,DATA,데이터 리터러시,DATA_ANA,데이터 분석·해석,데이터를 수집·분석하여 의미 있는 인사이트를 도출한다,11,3,나는 데이터의 출처와 신뢰성을 비판적으로 평가한다.,나는 데이터의 출처와 신뢰성을 비판적으로 평가한다.,database/seed_specialty.sql,106,,,False,,False,분석에 사용한 데이터의 출처·수집기준·누락 여부를 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,data_analysis,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,1,0,1,1,1,0,7,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,106
DATA_Q4,SPECIALTY,전문·미래역량,specialty,DATA,데이터 리터러시,DATA_ANA,데이터 분석·해석,데이터를 수집·분석하여 의미 있는 인사이트를 도출한다,11,4,나는 분석 결과를 비전문가도 이해할 수 있도록 쉽게 설명한다.,나는 분석 결과를 비전문가도 이해할 수 있도록 쉽게 설명한다.,database/seed_specialty.sql,107,,,False,,False,분석 결과의 핵심 의미를 비전문가가 이해할 수 있는 표현으로 설명했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,data_analysis,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,0,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,107
DX_Q1,SPECIALTY,전문·미래역량,specialty,DX,디지털 전환역량,DX_APPLY,디지털 혁신 적용,디지털 도구와 기술을 학습하고 업무 프로세스에 적용한다,12,1,나는 디지털 기술을 활용하여 기존 업무 프로세스를 지속적으로 개선한다.,나는 디지털 기술을 활용하여 기존 업무 프로세스를 지속적으로 개선한다.,database/seed_specialty.sql,112,,,False,,False,디지털 도구를 적용해 기존 업무 절차의 한 단계를 개선했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,digital_ai,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|OUTCOME_CONFOUNDED|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐; 행동보다 외부요인의 영향을 받는 성과를 측정함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,1,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,112
DX_Q2,SPECIALTY,전문·미래역량,specialty,DX,디지털 전환역량,DX_APPLY,디지털 혁신 적용,디지털 도구와 기술을 학습하고 업무 프로세스에 적용한다,12,2,나는 새로운 디지털 도구나 플랫폼을 빠르게 익히고 업무에 적용한다.,나는 새로운 디지털 도구나 플랫폼을 빠르게 익히고 업무에 적용한다.,database/seed_specialty.sql,113,,,False,,False,새로운 디지털 도구의 핵심 기능을 익혀 실제 업무에 적용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,digital_ai,DUP_SELF_LEARNING,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH|SEMANTIC_DUPLICATE,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,1,0,0,0,0,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,113
DX_Q3,SPECIALTY,전문·미래역량,specialty,DX,디지털 전환역량,DX_APPLY,디지털 혁신 적용,디지털 도구와 기술을 학습하고 업무 프로세스에 적용한다,12,3,나는 디지털 전환이 우리 조직과 업계에 미치는 영향을 이해하고 준비한다.,나는 디지털 전환이 우리 조직과 업계에 미치는 영향을 이해하고 준비한다.,database/seed_specialty.sql,114,,,False,,False,디지털 변화가 담당 업무에 미칠 영향을 정리하고 필요한 준비 행동을 실행했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager|executive,digital_ai,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|KNOWLEDGE_BEHAVIOR_MIX,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,114
DX_Q4,SPECIALTY,전문·미래역량,specialty,DX,디지털 전환역량,DX_APPLY,디지털 혁신 적용,디지털 도구와 기술을 학습하고 업무 프로세스에 적용한다,12,4,"나는 Teams, Slack, Notion 등 협업 도구를 효과적으로 활용한다.","나는 Teams, Slack, Notion 등 협업 도구를 효과적으로 활용한다.",database/seed_specialty.sql,115,,,False,,False,조직에서 승인한 협업 도구를 사용해 자료와 진행 상황을 공유했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,1,staff|manager|executive,digital_ai,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|OPPORTUNITY_DEPENDENT|BRAND_TOOL_BIAS,역량 정의와 관련되지만 역할·사건·도구에 따라 수행기회가 달라짐; 특정 도구·채널 접근성에 좌우됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,1,0,0,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,115
PM_Q1,SPECIALTY,전문·미래역량,specialty,PM,프로젝트 관리역량,PM_EXEC,프로젝트 실행·관리,프로젝트를 계획하고 리스크를 관리하며 목표를 달성한다,13,1,"나는 프로젝트 착수 시 목표, 범위, 일정, 자원을 명확히 정의한다.","나는 프로젝트 착수 시 목표, 범위, 일정, 자원을 명확히 정의한다.",database/seed_specialty.sql,120,,,False,,False,프로젝트 착수 전에 목표와 완료 기준을 문서로 합의했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager|executive,execution_pm,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|RARE_EVENT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 8주 안에 사건이 없을 가능성이 큼. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,database/seed_specialty.sql,120
